Image_ID,Region_Index,BBox_X,BBox_Y,BBox_W,BBox_H,Region_Area_px,Region_Area_Ratio,Region_Mean_Saliency,Region_Max_Saliency,Region_Attention_Ratio,Quadrant,Center_X,Center_Y
369,6,0,350,19,15,285,0.00055,0.0,0.0,0.0,Q1_TopLeft,9.5,357.5
369,7,365,117,339,47,15933,0.03073,136.503,224.0,0.17589,Q2_TopRight,534.5,140.5
369,8,14,45,198,41,8118,0.01566,9.798,44.0,0.00643,Q1_TopLeft,113.0,65.5
369,9,371,39,329,58,19082,0.03681,114.913,205.0,0.17734,Q2_TopRight,535.5,68.0
369,10,613,28,59,21,1239,0.00239,107.786,185.0,0.0108,Q2_TopRight,642.5,38.5
119,0,435,504,40,9,360,0.00069,0.0,0.0,0.0,Q4_BottomRight,455.0,508.5
119,1,60,442,165,34,5610,0.01082,126.268,198.0,0.04509,Q3_BottomLeft,142.5,459.0
119,2,38,365,187,31,5797,0.01118,199.843,235.0,0.07374,Q3_BottomLeft,131.5,380.5
119,3,41,296,255,52,13260,0.02558,142.9,236.0,0.12062,Q1_TopLeft,168.5,322.0
119,4,55,168,49,29,1421,0.00274,6.921,41.0,0.00063,Q1_TopLeft,79.5,182.5
119,5,121,156,110,52,5720,0.01103,72.43,190.0,0.02637,Q1_TopLeft,176.0,182.0
62,0,101,639,265,55,14575,0.02812,33.802,118.0,0.04992,Q3_BottomLeft,233.5,666.5
62,1,502,564,203,143,29029,0.056,78.041,227.0,0.22956,Q4_BottomRight,603.5,635.5
62,2,312,520,68,12,816,0.00157,0.0,0.0,0.0,Q3_BottomLeft,346.0,526.0
62,3,167,520,68,12,816,0.00157,0.0,0.0,0.0,Q3_BottomLeft,201.0,526.0
62,4,311,436,71,16,1136,0.00219,79.532,130.0,0.00916,Q3_BottomLeft,346.5,444.0
62,5,167,436,70,16,1120,0.00216,0.0,0.0,0.0,Q3_BottomLeft,202.0,444.0
62,6,479,386,87,22,1914,0.00369,69.094,124.0,0.0134,Q4_BottomRight,522.5,397.0
62,7,303,385,86,39,3354,0.00647,102.345,159.0,0.03478,Q3_BottomLeft,346.0,404.5
62,8,159,385,85,39,3315,0.00639,0.0,0.0,0.0,Q3_BottomLeft,201.5,404.5
62,9,481,344,81,26,2106,0.00406,111.46,163.0,0.02379,Q2_TopRight,521.5,357.0
62,10,307,334,78,17,1326,0.00256,26.257,80.0,0.00353,Q1_TopLeft,346.0,342.5
62,11,162,334,78,17,1326,0.00256,0.0,0.0,0.0,Q1_TopLeft,201.0,342.5
62,12,479,321,84,21,1764,0.0034,97.345,161.0,0.0174,Q2_TopRight,521.0,331.5
62,13,381,119,142,43,6106,0.01178,52.379,125.0,0.03241,Q2_TopRight,452.0,140.5
62,14,188,118,184,44,8096,0.01562,118.014,190.0,0.09682,Q1_TopLeft,280.0,140.0
62,15,600,34,38,35,1330,0.00257,0.0,0.0,0.0,Q2_TopRight,619.0,51.5
62,16,369,30,181,44,7964,0.01536,36.565,130.0,0.02951,Q2_TopRight,459.5,52.0
62,17,198,26,114,54,6156,0.01188,108.452,171.0,0.06765,Q1_TopLeft,255.0,53.0
62,18,155,0,22,5,110,0.00021,0.173,1.0,0.0,Q1_TopLeft,166.0,2.5
26,0,178,663,237,48,11376,0.02194,184.057,217.0,0.1454,Q3_BottomLeft,296.5,687.0
26,1,16,663,144,47,6768,0.01306,134.748,205.0,0.06333,Q3_BottomLeft,88.0,686.5
26,2,489,661,199,50,9950,0.01919,142.937,237.0,0.09876,Q4_BottomRight,588.5,686.0
26,3,514,610,152,48,7296,0.01407,172.748,240.0,0.08752,Q4_BottomRight,590.0,634.0
57,0,379,628,325,75,24375,0.04702,51.274,191.0,0.12419,Q4_BottomRight,541.5,665.5
57,1,19,626,324,78,25272,0.04875,33.766,126.0,0.08479,Q3_BottomLeft,181.0,665.0
254,0,86,309,64,31,1984,0.00383,0.0,0.0,0.0,Q1_TopLeft,118.0,324.5
646,0,437,670,84,37,3108,0.006,91.127,182.0,0.02913,Q4_BottomRight,479.0,688.5
646,1,596,669,84,36,3024,0.00583,68.71,114.0,0.02137,Q4_BottomRight,638.0,687.0
646,2,274,669,92,37,3404,0.00657,13.669,30.0,0.00478,Q3_BottomLeft,320.0,687.5
646,3,288,647,58,19,1102,0.00213,5.96,16.0,0.00068,Q3_BottomLeft,317.0,656.5
646,4,573,646,125,20,2500,0.00482,48.312,113.0,0.01242,Q4_BottomRight,635.5,656.0
646,5,438,646,88,20,1760,0.0034,130.148,186.0,0.02356,Q4_BottomRight,482.0,656.0
646,6,40,640,173,65,11245,0.02169,81.606,182.0,0.09437,Q3_BottomLeft,126.5,672.5
646,7,449,598,262,34,8908,0.01718,58.819,148.0,0.05388,Q4_BottomRight,580.0,615.0
646,8,64,596,100,22,2200,0.00424,106.058,158.0,0.02399,Q3_BottomLeft,114.0,607.0
646,9,50,574,129,21,2709,0.00523,41.596,104.0,0.01159,Q3_BottomLeft,114.5,584.5
646,10,594,559,116,25,2900,0.00559,0.615,14.0,0.00018,Q4_BottomRight,652.0,571.5
646,11,622,23,97,23,2231,0.0043,0.0,0.0,0.0,Q2_TopRight,670.5,34.5
646,12,134,19,127,27,3429,0.00661,109.228,155.0,0.03852,Q1_TopLeft,197.5,32.5
646,13,17,18,116,28,3248,0.00627,35.523,150.0,0.01187,Q1_TopLeft,75.0,32.0
571,0,106,320,123,255,31365,0.0605,63.03,210.0,0.14961,Q3_BottomLeft,167.5,447.5
571,1,108,183,146,96,14016,0.02704,9.568,89.0,0.01015,Q1_TopLeft,181.0,231.0
571,2,323,61,297,71,21087,0.04068,93.486,181.0,0.14918,Q2_TopRight,471.5,96.5
437,0,91,597,526,103,54178,0.10451,99.783,214.0,0.3215,Q3_BottomLeft,354.0,648.5
189,0,255,646,450,56,25200,0.04861,4.34,49.0,0.01413,Q4_BottomRight,480.0,674.0
189,1,33,629,159,76,12084,0.02331,0.0,0.0,0.0,Q3_BottomLeft,112.5,667.0
189,2,598,562,19,18,342,0.00066,0.0,0.0,0.0,Q4_BottomRight,607.5,571.0
189,3,524,562,18,17,306,0.00059,0.0,0.0,0.0,Q4_BottomRight,533.0,570.5
189,4,449,562,18,17,306,0.00059,0.0,0.0,0.0,Q4_BottomRight,458.0,570.5
189,5,375,562,18,19,342,0.00066,0.0,0.0,0.0,Q4_BottomRight,384.0,571.5
189,6,33,542,159,76,12084,0.02331,0.0,0.0,0.0,Q3_BottomLeft,112.5,580.0
189,7,610,512,49,53,2597,0.00501,0.0,0.0,0.0,Q4_BottomRight,634.5,538.5
189,8,535,512,49,52,2548,0.00492,0.0,0.0,0.0,Q4_BottomRight,559.5,538.0
189,9,461,512,48,52,2496,0.00481,0.0,0.0,0.0,Q4_BottomRight,485.0,538.0
189,10,387,512,48,53,2544,0.00491,0.0,0.0,0.0,Q4_BottomRight,411.0,538.5
189,11,291,488,48,51,2448,0.00472,20.614,90.0,0.00652,Q3_BottomLeft,315.0,513.5
189,12,217,487,47,52,2444,0.00471,23.207,95.0,0.00733,Q3_BottomLeft,240.5,513.0
189,13,139,487,50,35,1750,0.00338,7.886,30.0,0.00178,Q3_BottomLeft,164.0,504.5
189,14,67,486,45,20,900,0.00174,0.114,2.0,1e-05,Q3_BottomLeft,89.5,496.0
189,15,610,409,61,101,6161,0.01188,0.0,0.0,0.0,Q4_BottomRight,640.5,459.5
189,16,536,409,61,101,6161,0.01188,0.0,0.0,0.0,Q4_BottomRight,566.5,459.5
189,17,461,409,62,101,6262,0.01208,0.0,0.0,0.0,Q4_BottomRight,492.0,459.5
189,18,388,409,60,99,5940,0.01146,0.0,0.0,0.0,Q4_BottomRight,418.0,458.5
189,19,291,386,61,99,6039,0.01165,73.475,137.0,0.05732,Q3_BottomLeft,321.5,435.5
189,20,218,386,59,97,5723,0.01104,91.118,133.0,0.06736,Q3_BottomLeft,247.5,434.5
189,21,142,386,60,98,5880,0.01134,56.669,121.0,0.04305,Q3_BottomLeft,172.0,435.0
189,22,67,386,60,99,5940,0.01146,6.709,51.0,0.00515,Q3_BottomLeft,97.0,435.5
189,23,131,347,15,12,180,0.00035,0.0,0.0,0.0,Q1_TopLeft,138.5,353.0
189,24,55,342,17,17,289,0.00056,0.0,0.0,0.0,Q1_TopLeft,63.5,350.5
189,25,400,226,283,49,13867,0.02675,48.953,185.0,0.08769,Q2_TopRight,541.5,250.5
189,26,122,187,37,11,407,0.00079,58.194,106.0,0.00306,Q1_TopLeft,140.5,192.5
189,27,398,159,285,51,14535,0.02804,89.0,185.0,0.16711,Q2_TopRight,540.5,184.5
189,28,92,125,223,33,7359,0.0142,9.432,72.0,0.00897,Q1_TopLeft,203.5,141.5
189,29,395,74,295,72,21240,0.04097,67.742,191.0,0.18587,Q2_TopRight,542.5,110.0
189,30,56,20,75,33,2475,0.00477,0.0,0.0,0.0,Q1_TopLeft,93.5,36.5
332,0,13,649,373,62,23126,0.04461,81.72,157.0,0.14921,Q3_BottomLeft,199.5,680.0
332,1,416,637,290,71,20590,0.03972,31.358,130.0,0.05098,Q4_BottomRight,561.0,672.5
332,2,128,589,160,29,4640,0.00895,68.422,146.0,0.02507,Q3_BottomLeft,208.0,603.5
332,3,140,421,141,125,17625,0.034,50.459,167.0,0.07022,Q3_BottomLeft,210.5,483.5
332,4,21,202,244,80,19520,0.03765,74.909,180.0,0.11545,Q1_TopLeft,143.0,242.0
332,5,24,122,242,75,18150,0.03501,91.968,182.0,0.13179,Q1_TopLeft,145.0,159.5
332,6,29,33,126,53,6678,0.01288,24.557,97.0,0.01295,Q1_TopLeft,92.0,59.5
332,7,504,10,190,40,7600,0.01466,0.076,3.0,5e-05,Q2_TopRight,599.0,30.0
182,0,546,676,145,35,5075,0.00979,10.393,69.0,0.00739,Q4_BottomRight,618.5,693.5
182,1,393,676,147,35,5145,0.00992,3.331,36.0,0.0024,Q4_BottomRight,466.5,693.5
182,2,242,676,145,35,5075,0.00979,42.418,130.0,0.03017,Q3_BottomLeft,314.5,693.5
182,3,18,641,177,53,9381,0.0181,37.424,120.0,0.04921,Q3_BottomLeft,106.5,667.5
182,4,562,611,23,14,322,0.00062,55.481,70.0,0.0025,Q4_BottomRight,573.5,618.0
182,5,260,610,21,15,315,0.00061,0.0,0.0,0.0,Q3_BottomLeft,270.5,617.5
182,6,14,610,138,22,3036,0.00586,1.186,9.0,0.0005,Q3_BottomLeft,83.0,621.0
182,7,407,609,28,18,504,0.00097,0.0,0.0,0.0,Q4_BottomRight,421.0,618.0
182,8,418,579,284,22,6248,0.01205,21.927,111.0,0.0192,Q4_BottomRight,560.0,590.0
182,9,484,537,38,10,380,0.00073,41.358,78.0,0.0022,Q4_BottomRight,503.0,542.0
182,10,528,515,158,35,5530,0.01067,29.307,113.0,0.02272,Q4_BottomRight,607.0,532.5
182,11,483,510,41,25,1025,0.00198,16.931,55.0,0.00243,Q4_BottomRight,503.5,522.5
182,12,529,458,168,23,3864,0.00745,0.955,20.0,0.00052,Q4_BottomRight,613.0,469.5
182,13,485,450,41,13,533,0.00103,20.377,38.0,0.00152,Q4_BottomRight,505.5,456.5
182,14,526,400,117,23,2691,0.00519,37.492,126.0,0.01414,Q4_BottomRight,584.5,411.5
182,15,501,347,94,30,2820,0.00544,99.619,167.0,0.03938,Q4_BottomRight,548.0,362.0
182,16,523,302,126,21,2646,0.0051,39.25,103.0,0.01456,Q2_TopRight,586.0,312.5
182,17,532,243,167,25,4175,0.00805,10.905,57.0,0.00638,Q2_TopRight,615.5,255.5
182,18,583,216,117,25,2925,0.00564,36.089,143.0,0.0148,Q2_TopRight,641.5,228.5
182,19,584,189,116,25,2900,0.00559,76.423,184.0,0.03106,Q2_TopRight,642.0,201.5
182,20,41,176,50,16,800,0.00154,0.0,0.0,0.0,Q1_TopLeft,66.0,184.0
182,21,37,152,57,20,1140,0.0022,0.0,0.0,0.0,Q1_TopLeft,65.5,162.0
182,22,335,136,369,42,15498,0.0299,68.935,175.0,0.14974,Q2_TopRight,519.5,157.0
182,23,440,91,265,41,10865,0.02096,61.299,180.0,0.09335,Q2_TopRight,572.5,111.5
182,24,635,42,69,20,1380,0.00266,0.0,0.0,0.0,Q2_TopRight,669.5,52.0
182,25,30,22,96,31,2976,0.00574,1.892,23.0,0.00079,Q1_TopLeft,78.0,37.5
182,26,548,16,156,25,3900,0.00752,0.165,3.0,9e-05,Q2_TopRight,626.0,28.5
182,27,149,11,63,53,3339,0.00644,1.662,26.0,0.00078,Q1_TopLeft,180.5,37.5
182,28,239,10,64,54,3456,0.00667,0.0,0.0,0.0,Q1_TopLeft,271.0,37.0
729,0,2,585,429,124,53196,0.10262,18.328,176.0,0.1128,Q3_BottomLeft,216.5,647.0
729,1,471,558,236,149,35164,0.06783,1.528,57.0,0.00622,Q4_BottomRight,589.0,632.5
729,2,7,518,245,62,15190,0.0293,88.644,192.0,0.15579,Q3_BottomLeft,129.5,549.0
729,3,33,21,276,71,19596,0.0378,55.586,177.0,0.12602,Q1_TopLeft,171.0,56.5
355,0,11,633,154,47,7238,0.01396,114.537,231.0,0.06697,Q3_BottomLeft,88.0,656.5
355,1,22,577,139,44,6116,0.0118,105.219,221.0,0.05199,Q3_BottomLeft,91.5,599.0
355,2,333,257,85,17,1445,0.00279,226.754,243.0,0.02647,Q2_TopRight,375.5,265.5
355,3,341,195,25,11,275,0.00053,162.335,183.0,0.00361,Q1_TopLeft,353.5,200.5
355,4,340,130,53,60,3180,0.00613,104.256,165.0,0.02678,Q2_TopRight,366.5,160.0
355,5,79,57,107,20,2140,0.00413,210.332,247.0,0.03636,Q1_TopLeft,132.5,67.0
355,6,80,29,105,27,2835,0.00547,200.401,246.0,0.0459,Q1_TopLeft,132.5,42.5
355,7,17,28,58,51,2958,0.00571,81.466,200.0,0.01947,Q1_TopLeft,46.0,53.5
550,0,394,182,43,26,1118,0.00216,151.429,183.0,0.01355,Q2_TopRight,415.5,195.0
550,1,358,74,56,47,2632,0.00508,40.535,157.0,0.00854,Q2_TopRight,386.0,97.5
550,2,366,39,49,34,1666,0.00321,3.838,34.0,0.00051,Q2_TopRight,390.5,56.0
550,3,557,2,156,144,22464,0.04333,85.681,203.0,0.154,Q2_TopRight,635.0,74.0
430,0,268,598,187,76,14212,0.02742,44.839,185.0,0.04748,Q4_BottomRight,361.5,636.0
430,1,324,554,86,26,2236,0.00431,158.033,196.0,0.02633,Q4_BottomRight,367.0,567.0
430,2,270,490,179,36,6444,0.01243,54.337,146.0,0.02609,Q3_BottomLeft,359.5,508.0
430,3,474,422,213,55,11715,0.0226,71.717,185.0,0.06259,Q4_BottomRight,580.5,449.5
430,4,29,352,87,55,4785,0.00923,70.925,148.0,0.02528,Q3_BottomLeft,72.5,379.5
430,5,28,317,90,32,2880,0.00556,34.199,130.0,0.00734,Q1_TopLeft,73.0,333.0
430,6,122,315,559,90,50310,0.09705,95.96,209.0,0.35967,Q4_BottomRight,401.5,360.0
430,7,180,230,75,50,3750,0.00723,6.03,36.0,0.00168,Q1_TopLeft,217.5,255.0
430,8,262,217,277,70,19390,0.0374,66.791,179.0,0.09648,Q2_TopRight,400.5,252.0
430,9,555,184,86,49,4214,0.00813,0.0,0.0,0.0,Q2_TopRight,598.0,208.5
430,10,560,158,77,21,1617,0.00312,0.0,0.0,0.0,Q2_TopRight,598.5,168.5
430,11,220,129,17,7,119,0.00023,0.0,0.0,0.0,Q1_TopLeft,228.5,132.5
430,12,24,20,105,37,3885,0.00749,0.0,0.0,0.0,Q1_TopLeft,76.5,38.5
430,13,143,19,188,22,4136,0.00798,0.0,0.0,0.0,Q1_TopLeft,237.0,30.0
430,14,351,15,352,48,16896,0.03259,12.175,103.0,0.01533,Q2_TopRight,527.0,39.0
131,0,261,675,105,34,3570,0.00689,141.675,170.0,0.04471,Q3_BottomLeft,313.5,692.0
131,1,444,649,155,55,8525,0.01644,38.035,162.0,0.02867,Q4_BottomRight,521.5,676.5
131,2,275,634,67,32,2144,0.00414,142.145,193.0,0.02694,Q3_BottomLeft,308.5,650.0
131,3,2,626,201,63,12663,0.02443,5.761,59.0,0.00645,Q3_BottomLeft,102.5,657.5
131,4,268,580,270,44,11880,0.02292,41.221,189.0,0.04329,Q4_BottomRight,403.0,602.0
131,5,40,568,139,24,3336,0.00644,5.013,28.0,0.00148,Q3_BottomLeft,109.5,580.0
131,6,464,479,52,28,1456,0.00281,0.0,0.0,0.0,Q4_BottomRight,490.0,493.0
131,7,72,302,163,29,4727,0.00912,148.516,208.0,0.06206,Q1_TopLeft,153.5,316.5
131,8,72,265,205,28,5740,0.01107,125.871,207.0,0.06387,Q1_TopLeft,174.5,279.0
131,9,30,226,38,98,3724,0.00718,31.199,105.0,0.01027,Q1_TopLeft,49.0,275.0
131,10,75,225,179,30,5370,0.01036,121.604,199.0,0.05773,Q1_TopLeft,164.5,240.0
131,11,566,202,79,63,4977,0.0096,59.222,130.0,0.02606,Q2_TopRight,605.5,233.5
131,12,27,165,296,54,15984,0.03083,107.628,208.0,0.15209,Q1_TopLeft,175.0,192.0
131,13,27,111,200,50,10000,0.01929,64.087,183.0,0.05666,Q1_TopLeft,127.0,136.0
131,14,393,29,105,24,2520,0.00486,0.0,0.0,0.0,Q2_TopRight,445.5,41.0
131,15,223,28,77,25,1925,0.00371,0.0,0.0,0.0,Q1_TopLeft,261.5,40.5
371,0,86,668,46,22,1012,0.00195,0.0,0.0,0.0,Q3_BottomLeft,109.0,679.0
371,1,175,666,43,30,1290,0.00249,0.0,0.0,0.0,Q3_BottomLeft,196.5,681.0
371,2,82,606,89,32,2848,0.00549,6.083,34.0,0.00123,Q3_BottomLeft,126.5,622.0
371,3,183,601,46,34,1564,0.00302,2.082,20.0,0.00023,Q3_BottomLeft,206.0,618.0
371,4,560,560,152,24,3648,0.00704,54.012,131.0,0.01404,Q4_BottomRight,636.0,572.0
371,5,586,532,100,25,2500,0.00482,56.695,123.0,0.0101,Q4_BottomRight,636.0,544.5
371,6,270,357,109,23,2507,0.00484,182.794,216.0,0.03267,Q3_BottomLeft,324.5,368.5
371,7,534,236,49,21,1029,0.00198,76.241,95.0,0.00559,Q2_TopRight,558.5,246.5
371,8,513,92,190,31,5890,0.01136,130.444,227.0,0.05477,Q2_TopRight,608.0,107.5
371,9,360,92,150,31,4650,0.00897,201.034,236.0,0.06663,Q2_TopRight,435.0,107.5
371,10,322,22,382,56,21392,0.04127,131.79,225.0,0.20096,Q2_TopRight,513.0,50.0
152,0,15,654,359,38,13642,0.02632,26.061,128.0,0.02843,Q3_BottomLeft,194.5,673.0
152,1,19,345,359,39,14001,0.02701,88.422,204.0,0.099,Q3_BottomLeft,198.5,364.5
152,2,399,119,292,105,30660,0.05914,89.684,206.0,0.21988,Q2_TopRight,545.0,171.5
152,3,423,24,279,60,16740,0.03229,64.814,188.0,0.08676,Q2_TopRight,562.5,54.0
137,0,467,673,26,15,390,0.00075,0.0,0.0,0.0,Q4_BottomRight,480.0,680.5
137,1,284,648,120,55,6600,0.01273,38.625,106.0,0.0229,Q3_BottomLeft,344.0,675.5
137,2,538,645,156,59,9204,0.01775,21.764,115.0,0.01799,Q4_BottomRight,616.0,674.5
137,3,575,616,80,28,2240,0.00432,1.115,8.0,0.00022,Q4_BottomRight,615.0,630.0
137,4,298,616,84,28,2352,0.00454,22.841,69.0,0.00483,Q3_BottomLeft,340.0,630.0
137,5,2,612,197,86,16942,0.03268,6.416,81.0,0.00976,Q3_BottomLeft,100.5,655.0
137,6,40,574,116,24,2784,0.00537,15.705,42.0,0.00393,Q3_BottomLeft,98.0,586.0
137,7,432,509,189,67,12663,0.02443,46.081,161.0,0.05241,Q4_BottomRight,526.5,542.5
137,8,56,460,193,50,9650,0.01861,33.561,130.0,0.02909,Q3_BottomLeft,152.5,485.0
137,9,54,311,218,31,6758,0.01304,91.246,195.0,0.05539,Q1_TopLeft,163.0,326.5
137,10,30,255,297,25,7425,0.01432,76.317,199.0,0.0509,Q1_TopLeft,178.5,267.5
137,11,611,251,59,39,2301,0.00444,124.875,160.0,0.02581,Q2_TopRight,640.5,270.5
137,12,601,220,71,29,2059,0.00397,99.444,146.0,0.01839,Q2_TopRight,636.5,234.5
137,13,29,195,202,54,10908,0.02104,113.645,191.0,0.11135,Q1_TopLeft,130.0,222.0
137,14,29,136,361,54,19494,0.0376,69.615,184.0,0.1219,Q1_TopLeft,209.5,163.0
137,15,610,129,73,28,2044,0.00394,3.094,15.0,0.00057,Q2_TopRight,646.5,143.0
137,16,258,43,137,32,4384,0.00846,0.0,0.0,0.0,Q1_TopLeft,326.5,59.0
137,17,28,43,228,35,7980,0.01539,0.0,0.0,0.0,Q1_TopLeft,142.0,60.5
418,0,127,392,36,11,396,0.00076,1.172,7.0,4e-05,Q3_BottomLeft,145.0,397.5
418,1,537,56,170,32,5440,0.01049,76.931,211.0,0.03447,Q2_TopRight,622.0,72.0
418,2,72,53,170,18,3060,0.0059,138.998,199.0,0.03503,Q1_TopLeft,157.0,62.0
418,3,593,35,59,22,1298,0.0025,81.914,126.0,0.00876,Q2_TopRight,622.5,46.0
418,4,69,21,177,29,5133,0.0099,72.244,177.0,0.03054,Q1_TopLeft,157.5,35.5
623,0,122,698,262,17,4454,0.00859,29.438,131.0,0.01237,Q3_BottomLeft,253.0,706.5
623,1,402,652,69,42,2898,0.00559,4.365,31.0,0.00119,Q4_BottomRight,436.5,673.0
623,2,21,652,121,43,5203,0.01004,96.998,166.0,0.04763,Q3_BottomLeft,81.5,673.5
623,3,208,651,97,43,4171,0.00805,81.871,136.0,0.03223,Q3_BottomLeft,256.5,672.5
623,4,384,626,100,21,2100,0.00405,27.822,69.0,0.00551,Q4_BottomRight,434.0,636.5
623,5,212,626,85,22,1870,0.00361,94.956,130.0,0.01676,Q3_BottomLeft,254.5,637.0
623,6,20,626,100,22,2200,0.00424,158.038,185.0,0.03281,Q3_BottomLeft,70.0,637.0
623,7,521,606,188,88,16544,0.03191,0.0,0.0,0.0,Q4_BottomRight,615.0,650.0
623,8,5,587,306,32,9792,0.01889,140.134,211.0,0.1295,Q3_BottomLeft,158.0,603.0
623,9,566,564,103,22,2266,0.00437,0.0,0.0,0.0,Q4_BottomRight,617.5,575.0
623,10,4,532,229,44,10076,0.01944,100.665,208.0,0.09572,Q3_BottomLeft,118.5,554.0
623,11,174,336,86,36,3096,0.00597,94.203,149.0,0.02752,Q1_TopLeft,217.0,354.0
623,12,0,17,254,23,5842,0.01127,0.0,0.0,0.0,Q1_TopLeft,127.0,28.5
656,0,24,81,87,23,2001,0.00386,158.202,214.0,0.03245,Q1_TopLeft,67.5,92.5
656,1,27,26,78,53,4134,0.00797,121.24,213.0,0.05138,Q1_TopLeft,66.0,52.5
231,0,237,636,431,65,28015,0.05404,11.368,82.0,0.04611,Q4_BottomRight,452.5,668.5
231,1,48,635,135,64,8640,0.01667,0.0,0.0,0.0,Q3_BottomLeft,115.5,667.0
231,2,52,564,129,64,8256,0.01593,0.0,0.0,0.0,Q3_BottomLeft,116.5,596.0
231,3,481,464,71,46,3266,0.0063,0.002,1.0,0.0,Q4_BottomRight,516.5,487.0
231,4,18,44,118,30,3540,0.00683,27.925,87.0,0.01431,Q1_TopLeft,77.0,59.0
231,5,494,26,219,38,8322,0.01605,38.408,151.0,0.04628,Q2_TopRight,603.5,45.0
231,6,177,15,286,59,16874,0.03255,1.616,41.0,0.00395,Q1_TopLeft,320.0,44.5
231,7,12,9,129,32,4128,0.00796,1.227,18.0,0.00073,Q1_TopLeft,76.5,25.0
817,0,66,640,86,47,4042,0.0078,0.047,2.0,2e-05,Q3_BottomLeft,109.0,663.5
817,1,164,628,503,83,41749,0.08053,10.984,124.0,0.0468,Q4_BottomRight,415.5,669.5
817,2,188,504,26,15,390,0.00075,5.995,20.0,0.00024,Q3_BottomLeft,201.0,511.5
817,3,171,439,24,8,192,0.00037,0.026,1.0,0.0,Q3_BottomLeft,183.0,443.0
331,0,44,650,181,41,7421,0.01432,28.264,101.0,0.01652,Q3_BottomLeft,134.5,670.5
331,1,274,640,411,60,24660,0.04757,7.95,78.0,0.01544,Q4_BottomRight,479.5,670.0
331,2,240,466,48,35,1680,0.00324,20.245,47.0,0.00268,Q3_BottomLeft,264.0,483.5
331,3,534,451,50,36,1800,0.00347,27.035,85.0,0.00383,Q4_BottomRight,559.0,469.0
331,4,83,327,197,36,7092,0.01368,129.463,223.0,0.07231,Q1_TopLeft,181.5,345.0
331,5,97,261,166,36,5976,0.01153,173.164,238.0,0.0815,Q1_TopLeft,180.0,279.0
331,6,521,243,125,309,38625,0.07451,22.438,129.0,0.06826,Q4_BottomRight,583.5,397.5
331,7,45,151,345,70,24150,0.04659,85.141,201.0,0.16194,Q1_TopLeft,217.5,186.0
331,8,548,89,45,45,2025,0.00391,11.148,72.0,0.00178,Q2_TopRight,570.5,111.5
331,9,472,87,59,75,4425,0.00854,0.237,10.0,8e-05,Q2_TopRight,501.5,124.5
331,10,17,11,145,55,7975,0.01538,0.0,0.0,0.0,Q1_TopLeft,89.5,38.5
85,0,521,659,172,40,6880,0.01327,24.766,109.0,0.01457,Q4_BottomRight,607.0,679.0
85,1,233,658,286,43,12298,0.02372,81.647,192.0,0.08583,Q4_BottomRight,376.0,679.5
85,2,16,628,173,76,13148,0.02536,23.818,100.0,0.02677,Q3_BottomLeft,102.5,666.0
85,3,476,626,18,7,126,0.00024,0.0,0.0,0.0,Q4_BottomRight,485.0,629.5
85,4,201,613,201,22,4422,0.00853,22.452,80.0,0.00849,Q3_BottomLeft,301.5,624.0
85,5,511,603,205,32,6560,0.01265,0.085,3.0,5e-05,Q4_BottomRight,613.5,619.0
85,6,65,595,70,20,1400,0.0027,3.571,13.0,0.00043,Q3_BottomLeft,100.0,605.0
85,7,530,553,23,6,138,0.00027,0.0,0.0,0.0,Q4_BottomRight,541.5,556.0
85,8,490,553,35,7,245,0.00047,0.0,0.0,0.0,Q4_BottomRight,507.5,556.5
85,9,504,535,36,11,396,0.00076,0.0,0.0,0.0,Q4_BottomRight,522.0,540.5
85,10,419,534,19,10,190,0.00037,0.0,0.0,0.0,Q4_BottomRight,428.5,539.0
85,11,419,525,23,7,161,0.00031,0.0,0.0,0.0,Q4_BottomRight,430.5,528.5
85,12,456,521,27,6,162,0.00031,0.0,0.0,0.0,Q4_BottomRight,469.5,524.0
85,13,485,514,21,8,168,0.00032,0.0,0.0,0.0,Q4_BottomRight,495.5,518.0
85,14,417,507,34,9,306,0.00059,0.0,0.0,0.0,Q4_BottomRight,434.0,511.5
85,15,534,505,22,13,286,0.00055,0.0,0.0,0.0,Q4_BottomRight,545.0,511.5
85,16,455,503,34,10,340,0.00066,0.0,0.0,0.0,Q4_BottomRight,472.0,508.0
85,17,100,444,57,11,627,0.00121,0.0,0.0,0.0,Q3_BottomLeft,128.5,449.5
85,18,193,443,25,7,175,0.00034,2.16,7.0,3e-05,Q3_BottomLeft,205.5,446.5
85,19,309,442,82,13,1066,0.00206,39.983,97.0,0.00364,Q3_BottomLeft,350.0,448.5
85,20,192,426,101,16,1616,0.00312,49.954,135.0,0.0069,Q3_BottomLeft,242.5,434.0
85,21,298,409,98,29,2842,0.00548,96.61,184.0,0.02347,Q3_BottomLeft,347.0,423.5
85,22,469,401,55,15,825,0.00159,11.223,28.0,0.00079,Q4_BottomRight,496.5,408.5
85,23,191,393,107,28,2996,0.00578,94.504,166.0,0.0242,Q3_BottomLeft,244.5,407.0
85,24,469,388,41,12,492,0.00095,30.295,64.0,0.00127,Q4_BottomRight,489.5,394.0
85,25,562,384,44,22,968,0.00187,9.395,30.0,0.00078,Q4_BottomRight,584.0,395.0
85,26,97,383,49,10,490,0.00095,0.0,0.0,0.0,Q3_BottomLeft,121.5,388.0
